,OFFENSE_CODE_GROUP,SHOOTING,MONTH,DAY_OF_WEEK,HOUR,Population density (per square mile of land area),BLDG_VAL,LAND_VAL,light_density,Lat,Long,latbin,longbin,light_count,graffiti_count
14995,4,0,11,3,20,11504.8,271.8533656182899,28.739445371550765,0.5296981860779681,42.29182835,-71.11780085,17.0,18.0,67.0,32.0
14996,0,0,11,3,17,14884.4,1040.9840961403406,31.260814914057196,0.6407326088748726,42.30228605,-71.06954811,20.0,32.0,0.0,9.0
14997,4,0,11,3,14,15913.2,1293.2300348978956,31.015854560044154,0.5685776635314201,42.287148200000004,-71.06493039,16.0,34.0,0.0,27.0
14998,0,0,11,3,9,28541.5,62047.075800616505,297.43615339720776,0.8164952821742791,42.35123423,-71.06213842,35.0,35.0,0.0,1016.0
14999,0,0,11,2,22,21720.8,6001.5009692718395,516.5242964857908,0.7385069773200306,42.36449558,-71.05268296,39.0,38.0,0.0,109.0
15000,4,0,11,2,22,15913.2,1293.2300348978956,31.015854560044154,0.5685776635314201,42.30159845,-71.06766776,20.0,33.0,0.0,5.0
15001,0,0,11,2,18,15913.2,1293.2300348978956,31.015854560044154,0.5685776635314201,42.30138747,-71.06584240000002,20.0,34.0,0.0,16.0
15002,0,0,11,2,18,15913.2,1293.2300348978956,31.015854560044154,0.5685776635314201,42.30138747,-71.06584240000002,20.0,34.0,0.0,16.0
15003,3,0,11,2,11,15871.3,4156.595899378442,36.813617614615566,0.6847597740969789,42.32200015,-71.08059527,26.0,29.0,46.0,29.0
15004,4,0,11,2,3,26693.9,3362.723369137441,581.8827421171961,0.6991764355513952,42.36643546,-71.06135413,39.0,35.0,119.0,197.0
15005,4,0,11,2,2,28541.5,62047.075800616505,297.43615339720776,0.8164952821742791,42.352365999999996,-71.06833609,35.0,33.0,0.0,97.0
15006,4,0,11,2,0,15871.3,4156.595899378442,36.813617614615566,0.6847597740969789,42.32004176,-71.06104118,25.0,35.0,0.0,5.0
15007,0,0,11,0,21,15913.2,1293.2300348978956,31.015854560044154,0.5685776635314201,42.28799812,-71.07788107,16.0,30.0,100.0,11.0
15008,0,0,10,5,14,14884.4,1040.9840961403406,31.260814914057196,0.6407326088748726,42.30144714,-71.07681348,20.0,30.0,12.0,6.0
15009,3,0,11,0,15,15913.2,1293.2300348978956,31.015854560044154,0.5685776635314201,42.28741838,-71.0619078,16.0,35.0,0.0,3.0
15010,4,0,11,0,1,28541.5,62047.075800616505,297.43615339720776,0.8164952821742791,42.35213476,-71.06266757,35.0,35.0,0.0,1016.0
15011,4,0,11,4,23,15871.3,4156.595899378442,36.813617614615566,0.6847597740969789,42.32872589,-71.08382217,28.0,28.0,101.0,37.0
15012,3,0,11,4,22,16212.0,2250.588502644263,63.55478322074623,0.5828930747285929,42.35107111,-71.12570166,35.0,16.0,31.0,90.0
15013,4,0,11,4,22,11553.7,121.16977811799609,34.318378613012825,0.5486102081019837,42.28976649,-71.05919044,17.0,36.0,0.0,4.0
15014,3,0,11,4,16,8352.4,2009.3176055943234,59.18511420917242,0.5256160811642326,42.37878502,-71.03771768,43.0,42.0,0.0,110.0
15015,0,0,10,1,18,15744.4,10385.58753470393,109.6077526723893,0.644977502734262,42.33820728,-71.03171211,31.0,44.0,0.0,7.0
15016,3,0,11,4,16,12277.3,3322.718539430008,24.69332228394794,0.5984268564994454,42.27105479,-71.09753898,11.0,24.0,80.0,3.0
15017,0,0,6,3,10,24456.0,3738.859653588504,105.3781639862096,0.7830845452224167,42.32950195,-71.09971911,28.0,23.0,175.0,49.0
15018,0,0,10,6,16,15913.2,1293.2300348978956,31.015854560044154,0.5685776635314201,42.28944478,-71.06559395,16.0,34.0,0.0,27.0
15019,0,0,10,6,19,11504.8,271.8533656182899,28.739445371550765,0.5296981860779681,42.27529327,-71.13223516,12.0,14.0,36.0,0.0
15020,3,0,10,6,17,15871.3,4156.595899378442,36.813617614615566,0.6847597740969789,42.31736234,-71.07724596,25.0,30.0,251.0,22.0
15021,3,0,11,4,9,12277.3,3322.718539430008,24.69332228394794,0.5984268564994454,42.26871441,-71.09221139,10.0,26.0,0.0,19.0
15022,3,0,11,4,8,8352.4,2009.3176055943234,59.18511420917242,0.5256160811642326,42.38090412,-71.02795572,43.0,45.0,0.0,25.0
